"user_supplied_name","submitted_name","data_source_id","data_source_title","gni_uuid","matched_name","classification_path","classification_path_ranks","classification_path_ids","taxon_id","edit_distance","imported_at","match_type","match_value","prescore","score","superkingdom","kingdom","phylum","class","order","family","genus","species"
"Macrochilo orciferalis","Macrochilo orciferalis",4,"National Center for Biotechnology Information","4ce7ab76-2b2c-5d64-b86d-89dcf5cba64f","Macrochilo orciferalis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Noctuoidea|Erebidae|Herminiinae|Macrochilo|Macrochilo orciferalis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|37570|695564|95222|689134|689284","689284",0,"2024-01-09T22:31:51Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Erebidae","Macrochilo","Macrochilo orciferalis"
"Macrotrachela quadracornifera","Macrotrachela quadracornifera",4,"National Center for Biotechnology Information","05e499ee-1828-50f8-8fd4-d436ddd2f25e","Macrotrachela quadricornifera","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Rotifera|Eurotatoria|Bdelloidea|Philodinida|Philodinidae|Macrotrachela|Macrotrachela quadricornifera","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|2697496|10190|2816136|44578|104783|44580|104787|104788","104788",1,"2024-01-09T22:08:57Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Rotifera","Eurotatoria","Philodinida","Philodinidae","Macrotrachela","Macrotrachela quadricornifera"
"Magusa obifera","Magusa obifera",4,"National Center for Biotechnology Information","48a1c673-5237-57c1-aacd-051752b11845","Magusa orbifera","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Noctuoidea|Noctuidae|Amphipyrinae|Magusa|Magusa orbifera","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|37570|7100|95182|741595|741596","741596",1,"2024-01-09T22:33:07Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Magusa","Magusa orbifera"
"Malacosoma americana","Malacosoma americana",4,"National Center for Biotechnology Information","bb6d4f0a-d9c7-567f-ba8a-031ef80cefd1","Malacosoma americanum","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Bombycoidea|Lasiocampidae|Lasiocampinae|Malacosoma|Malacosoma americanum","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|37569|7096|151316|7097|7099","7099",2,"2024-01-09T22:05:20Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Malacosoma","Malacosoma americanum"
"Malacosoma californica","Malacosoma californica",4,"National Center for Biotechnology Information","06eb6da7-7d18-562a-b96d-310fa8294fc6","Malacosoma californicum","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Bombycoidea|Lasiocampidae|Lasiocampinae|Malacosoma|Malacosoma californicum","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|37569|7096|151316|7097|151313","151313",2,"2024-01-09T22:10:56Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Malacosoma","Malacosoma californicum"
"Mareca americana","Mareca americana",4,"National Center for Biotechnology Information","eb37bfbe-b7c4-52aa-a0c9-099b2e9bd9ec","Mareca americana","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amniota|Sauropsida|Sauria|Archelosauria|Archosauria|Dinosauria|Saurischia|Theropoda|Coelurosauria|Aves|Neognathae|Galloanserae|Anseriformes|Anatidae|Anatinae|Mareca|Mareca americana","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|clade|clade|clade|clade|clade|clade|clade|clade|clade|clade|clade|class|infraclass|superorder|order|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|32524|8457|32561|1329799|8492|436486|436489|436491|436492|8782|8825|1549675|8826|8830|2068716|1526411|75832","75832",0,"2024-01-09T22:07:46Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Chordata","Aves","Anseriformes","Anatidae","Mareca","Mareca americana"
"Mareca penelope","Mareca penelope",4,"National Center for Biotechnology Information","29a74db9-5c25-539b-b7bb-b9354a391739","Mareca penelope","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amniota|Sauropsida|Sauria|Archelosauria|Archosauria|Dinosauria|Saurischia|Theropoda|Coelurosauria|Aves|Neognathae|Galloanserae|Anseriformes|Anatidae|Anatinae|Mareca|Mareca penelope","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|clade|clade|clade|clade|clade|clade|clade|clade|clade|clade|clade|class|infraclass|superorder|order|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|32524|8457|32561|1329799|8492|436486|436489|436491|436492|8782|8825|1549675|8826|8830|2068716|1526411|8838","8838",0,"2024-01-09T22:05:29Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Chordata","Aves","Anseriformes","Anatidae","Mareca","Mareca penelope"
"Mareca strepera","Mareca strepera",4,"National Center for Biotechnology Information","f3c46a48-d882-5d53-9549-eb28403f87c9","Mareca strepera","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amniota|Sauropsida|Sauria|Archelosauria|Archosauria|Dinosauria|Saurischia|Theropoda|Coelurosauria|Aves|Neognathae|Galloanserae|Anseriformes|Anatidae|Anatinae|Mareca|Mareca strepera","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|clade|clade|clade|clade|clade|clade|clade|clade|clade|clade|clade|class|infraclass|superorder|order|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|32524|8457|32561|1329799|8492|436486|436489|436491|436492|8782|8825|1549675|8826|8830|2068716|1526411|75861","75861",0,"2024-01-09T22:07:46Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Chordata","Aves","Anseriformes","Anatidae","Mareca","Mareca strepera"
"Margarites olivacea","Margarites olivacea",4,"National Center for Biotechnology Information","3fdadb1c-c61a-5955-9111-18f0dee4e19f","Margarites olivaceus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Gastropoda|Vetigastropoda|Trochida|Trochoidea|Margaritidae|Margarites|Margarites olivaceus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6448|216275|2315720|216285|1955487|479597|479598","479598",2,"2024-01-09T22:24:40Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Mollusca","Gastropoda","Trochida","Margaritidae","Margarites","Margarites olivaceus"
"Mathildana newmanella","Mathildana newmanella",4,"National Center for Biotechnology Information","b9b0fe8d-4914-55ec-b3d4-aa37b44e9887","Mathildana newmanella","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Gelechioidea|Oecophoridae|Oecophorinae|Mathildana|Mathildana newmanella","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|37581|57992|116123|347805|347806","347806",0,"2024-01-09T22:19:14Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Mathildana","Mathildana newmanella"
"Megachile intermis","Megachile intermis",4,"National Center for Biotechnology Information","58623836-8d62-5869-961c-29f164db28ea","Megachile inermis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Hymenoptera|Apocrita|Aculeata|Apoidea|Anthophila|Megachilidae|Megachilinae|Megachilini|Megachile|Megachile inermis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|clade|family|subfamily|tribe|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7399|7400|7434|34735|3042114|124286|156330|156331|132116|586909","586909",1,"2024-01-09T22:28:40Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile","Megachile inermis"
"Megachile melanophea","Megachile melanophea",4,"National Center for Biotechnology Information","0bb9c24d-e73a-5b1c-8a04-5934c111a489","Megachile melanophaea","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Hymenoptera|Apocrita|Aculeata|Apoidea|Anthophila|Megachilidae|Megachilinae|Megachilini|Megachile|Megachile melanophaea","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|clade|family|subfamily|tribe|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7399|7400|7434|34735|3042114|124286|156330|156331|132116|586911","586911",1,"2024-01-09T22:28:40Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile","Megachile melanophaea"
"Megachile melanophea","Megachile melanophea",4,"National Center for Biotechnology Information","881ec62f-0a49-5ecb-931b-0400cb4d6c54","Megachile melanopyga","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Hymenoptera|Apocrita|Aculeata|Apoidea|Anthophila|Megachilidae|Megachilinae|Megachilini|Megachile|Megachile melanopyga","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|clade|family|subfamily|tribe|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7399|7400|7434|34735|3042114|124286|156330|156331|132116|1004190","1004190",2,"2024-01-09T22:41:13Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile","Megachile melanopyga"
"Megaselia sp. BOLD:AAG3266","Megaselia sp. bold:aag3266",4,"National Center for Biotechnology Information","3b043e8e-7395-5cae-b470-343822a46b83","Megaselia sp. BOLD:AAG3266","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Aschiza|Platypezoidea|Phoridae|Metopininae|Megaseliini|Megaselia||Megaselia","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|clade||superfamily|family|subfamily|tribe|genus||species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43737|43739|36164|43831|192434|36165|2618618|1694104","1694104",0,"2024-01-09T23:07:57Z","1","Exact string match","4|0|0",0.995,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Phoridae","Megaselia","Megaselia"
"Megaselia sp. BOLD:AAG3266","Megaselia sp. bold:aag3266",4,"National Center for Biotechnology Information","6b770273-0192-57e0-b943-0c753081e864","Megaselia","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Aschiza|Platypezoidea|Phoridae|Metopininae|Megaseliini|Megaselia","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|clade||superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43737|43739|36164|43831|192434|36165","36165",0,"2024-01-09T22:06:00Z","2","Exact match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Phoridae","Megaselia","na"
"Megaselia sp. BOLD:AAG3266","Megaselia sp. bold:aag3266",4,"National Center for Biotechnology Information","f4d685e8-2825-5630-9f9b-a3e83040055a","Megaselia aff. sulphurizona 3 BOLD","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Aschiza|Platypezoidea|Phoridae|Metopininae|Megaseliini|Megaselia|Megaselia","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|clade||superfamily|family|subfamily|tribe|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43737|43739|36164|43831|192434|36165|2662832","2662832",0,"2024-01-09T23:46:30Z","2","Exact match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Phoridae","Megaselia","Megaselia"
"Megaselia sp. BOLD:ACX6055","Megaselia sp. bold:acx6055",4,"National Center for Biotechnology Information","0278eb27-dc4b-5dbd-b0d6-492179d57346","Megaselia sp. BOLD:ACX6055","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Aschiza|Platypezoidea|Phoridae|Metopininae|Megaseliini|Megaselia||Megaselia","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|clade||superfamily|family|subfamily|tribe|genus||species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43737|43739|36164|43831|192434|36165|2618618|1839053","1839053",0,"2024-01-09T23:13:35Z","1","Exact string match","4|0|0",0.995,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Phoridae","Megaselia","Megaselia"
"Megasella ciliata","Megasella ciliata",4,"National Center for Biotechnology Information","c50d51fe-ccb6-5bde-afc8-d4fea79351ec","Megaselia ciliata","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Aschiza|Platypezoidea|Phoridae|Metopininae|Megaseliini|Megaselia|Megaselia ciliata","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|clade||superfamily|family|subfamily|tribe|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43737|43739|36164|43831|192434|36165|1987607","1987607",1,"2024-01-09T23:19:28Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Phoridae","Megaselia","Megaselia ciliata"
"Megasella minor","Megasella minor",4,"National Center for Biotechnology Information","f8f87eb0-bbee-5feb-946e-0dfc9e8cb36b","Megaselia minor","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Aschiza|Platypezoidea|Phoridae|Metopininae|Megaseliini|Megaselia|Megaselia minor","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|clade||superfamily|family|subfamily|tribe|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43737|43739|36164|43831|192434|36165|1987642","1987642",1,"2024-01-09T23:19:28Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Phoridae","Megaselia","Megaselia minor"
